GEOID,STATE,COUNTY,TRACT,BLOCK,P1_Total(001),P1_White(003),P1_Black(004),P1_AIAN(005),P1_Asian(006),P1_NHPI(007),P1_Other(008),P1_TwoPlus(009),P2_Total(001),P2_Hispanic(002),P2_NotHispanic(003),P2_NH_White(005),P2_NH_Black(006),P2_NH_AIAN(007),P2_NH_Asian(008),P2_NH_NHPI(009),P2_NH_Other(010),P2_NH_TwoPlus(011),H1_TotalUnits(001),H1_Occupied(002),H1_Vacant(003),P5_GQTotal(001),P5_Inst(002),P5_Correctional(003),P5_Juvenile(004),P5_Nursing(005),P5_OtherInst(006),P5_NonInst(007),P5_College(008),P5_Military(009),P5_OtherNonInst(010),ad_old,ad_new
361190109034008,36,119,010903,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021005,36,119,011902,1005,23,14,0,0,0,0,3,6,23,4,19,14,0,0,0,0,3,2,6,6,0,0,0,0,0,0,0,0,0,0,0,092,092
361190120002029,36,119,012000,2029,55,43,0,0,4,0,6,2,55,8,47,43,0,0,4,0,0,0,20,18,2,0,0,0,0,0,0,0,0,0,0,092,092
361190121022019,36,119,012102,2019,30,26,0,0,0,0,1,3,30,3,27,25,0,0,0,0,0,2,12,8,4,0,0,0,0,0,0,0,0,0,0,092,092
361190021042001,36,119,002104,2001,17,6,0,0,2,0,3,6,17,5,12,6,0,0,2,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,090,090
361190021071004,36,119,002107,1004,54,25,2,1,5,0,9,12,54,22,32,17,2,1,5,0,0,7,20,20,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041001,36,119,002104,1001,36,24,2,0,1,0,9,0,36,17,19,18,0,0,1,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,0,090,090
361190021041008,36,119,002104,1008,26,24,0,0,0,0,0,2,26,1,25,24,0,0,0,0,0,1,9,4,5,0,0,0,0,0,0,0,0,0,0,090,090
361190021041013,36,119,002104,1013,59,44,3,0,7,0,1,4,59,17,42,28,3,0,7,0,0,4,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022041007,36,119,002204,1007,22,18,0,0,1,0,3,0,22,3,19,18,0,0,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022011010,36,119,002201,1010,26,17,0,0,5,0,3,1,26,7,19,14,0,0,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022011023,36,119,002201,1023,23,20,0,0,0,0,1,2,23,1,22,20,0,0,0,0,0,2,13,13,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022011017,36,119,002201,1017,28,22,1,0,0,0,0,5,28,4,24,22,1,0,0,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022023007,36,119,002202,3007,72,36,14,0,5,0,4,13,72,19,53,32,14,0,5,0,0,2,27,27,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022023000,36,119,002202,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022023012,36,119,002202,3012,28,23,2,0,2,0,0,1,28,1,27,23,2,0,2,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,090,090
361190009001012,36,119,000900,1012,85,38,6,0,1,0,23,17,85,35,50,38,6,0,1,0,2,3,28,28,0,0,0,0,0,0,0,0,0,0,0,092,090
361190021051013,36,119,002105,1013,118,48,6,0,60,0,0,4,118,2,116,48,6,0,60,0,0,2,38,38,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021062001,36,119,002106,2001,182,50,44,0,34,0,15,39,182,60,122,35,33,0,34,0,3,17,87,74,13,0,0,0,0,0,0,0,0,0,0,090,090
361190021071018,36,119,002107,1018,46,30,1,0,6,0,1,8,46,8,38,30,0,0,6,0,1,1,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021052018,36,119,002105,2018,23,19,0,0,0,0,1,3,23,1,22,19,0,0,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021031017,36,119,002103,1017,38,29,0,0,6,0,0,3,38,4,34,28,0,0,6,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090
361190120001002,36,119,012000,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190116021006,36,119,011602,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118003035,36,119,011800,3035,7,6,0,0,0,0,0,1,7,4,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013032,36,119,012101,3032,78,71,0,0,0,0,2,5,78,3,75,71,0,0,0,0,0,4,28,28,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013029,36,119,012101,3029,32,26,0,0,4,0,0,2,32,2,30,26,0,0,4,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013011,36,119,012101,3011,86,80,0,0,0,0,0,6,86,7,79,79,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,092,092
361190121013034,36,119,012101,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021028,36,119,011902,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021038,36,119,011902,1038,77,66,1,1,0,0,2,7,77,4,73,66,1,1,0,0,0,5,25,25,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021044,36,119,011902,1044,26,14,4,0,5,0,0,3,26,0,26,14,4,0,5,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021042,36,119,011902,1042,21,17,0,0,0,0,2,2,21,3,18,17,0,0,0,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021040,36,119,011902,1040,27,21,4,1,0,0,1,0,27,2,25,21,4,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119021041,36,119,011902,1041,29,23,3,0,0,0,1,2,29,5,24,22,2,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119023000,36,119,011902,3000,29,23,5,0,0,0,1,0,29,9,20,19,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021062006,36,119,002106,2006,234,27,92,3,57,0,32,23,234,43,191,26,92,0,57,0,0,16,108,108,0,0,0,0,0,0,0,0,0,0,0,090,090
361190112003011,36,119,011200,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021013009,36,119,002101,3009,316,175,34,1,18,0,46,42,316,82,234,156,34,1,18,0,8,17,167,166,1,0,0,0,0,0,0,0,0,0,0,090,090
361190021042019,36,119,002104,2019,38,19,2,0,10,0,2,5,38,4,34,18,2,0,10,0,2,2,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042002,36,119,002104,2002,49,12,6,0,14,0,14,3,49,16,33,12,4,0,14,0,2,1,22,22,0,0,0,0,0,0,0,0,0,0,0,090,090
361190119022007,36,119,011902,2007,31,22,0,1,2,0,0,6,31,2,29,22,0,0,2,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119022008,36,119,011902,2008,37,14,2,0,5,0,10,6,37,15,22,14,1,0,5,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119023003,36,119,011902,3003,392,262,33,7,19,0,17,54,392,65,327,253,27,3,19,0,4,21,142,137,5,31,31,31,0,0,0,0,0,0,0,092,092
361190109034002,36,119,010903,4002,47,3,17,0,2,0,17,8,47,20,27,3,17,0,2,0,2,3,18,18,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109011019,36,119,010901,1019,48,39,0,0,1,0,0,8,48,6,42,39,0,0,1,0,0,2,18,18,0,0,0,0,0,0,0,0,0,0,0,092,092
361190109021000,36,119,010902,1000,193,134,23,0,15,0,14,7,193,18,175,134,23,0,15,0,0,3,106,105,1,0,0,0,0,0,0,0,0,0,0,092,092
361190119023009,36,119,011902,3009,89,82,0,0,5,0,0,2,89,4,85,79,0,0,5,0,0,1,39,39,0,0,0,0,0,0,0,0,0,0,0,092,092
361190119023007,36,119,011902,3007,54,41,0,0,2,0,4,7,54,9,45,41,0,0,2,0,0,2,20,20,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021042008,36,119,002104,2008,43,22,0,0,7,0,11,3,43,14,29,22,0,0,7,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042033,36,119,002104,2033,64,34,3,0,7,0,1,19,64,17,47,31,3,0,7,0,0,6,20,18,2,0,0,0,0,0,0,0,0,0,0,090,090
361190021042020,36,119,002104,2020,26,9,11,0,3,0,2,1,26,4,22,9,8,0,3,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042038,36,119,002104,2038,43,15,4,0,8,0,3,13,43,20,23,12,0,0,8,0,2,1,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022011012,36,119,002201,1012,23,4,0,0,15,0,2,2,23,4,19,4,0,0,15,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042026,36,119,002104,2026,26,6,0,0,0,0,7,13,26,19,7,6,0,0,0,0,0,1,9,6,3,0,0,0,0,0,0,0,0,0,0,090,090
361190021042018,36,119,002104,2018,93,59,5,0,7,0,5,17,93,31,62,52,2,0,7,0,0,1,31,31,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042021,36,119,002104,2021,36,21,1,0,8,0,0,6,36,4,32,21,1,0,8,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042025,36,119,002104,2025,37,21,5,0,6,0,0,5,37,5,32,21,4,0,6,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090
361190022011011,36,119,002201,1011,29,19,6,0,0,0,3,1,29,6,23,17,6,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,090,090
361190021041014,36,119,002104,1014,49,35,0,0,6,0,6,2,49,6,43,35,0,0,6,0,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041011,36,119,002104,1011,75,61,0,0,1,0,2,11,75,15,60,58,0,0,1,0,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042000,36,119,002104,2000,45,30,2,0,0,0,11,2,45,14,31,28,2,0,0,0,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021071012,36,119,002107,1012,53,30,2,0,5,0,1,15,53,26,27,21,0,0,4,0,0,2,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021042031,36,119,002104,2031,48,31,0,1,4,0,0,12,48,17,31,25,0,0,2,0,0,4,10,10,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041000,36,119,002104,1000,386,256,34,2,41,0,36,17,386,65,321,246,34,0,41,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041005,36,119,002104,1005,27,18,0,1,0,0,5,3,27,9,18,17,0,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021071005,36,119,002107,1005,31,9,1,1,8,0,9,3,31,12,19,8,1,1,8,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041006,36,119,002104,1006,43,36,3,0,3,0,0,1,43,2,41,35,3,0,3,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021071017,36,119,002107,1017,58,48,1,2,5,0,0,2,58,5,53,48,0,0,5,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041016,36,119,002104,1016,50,41,0,0,2,0,0,7,50,9,41,37,0,0,2,0,0,2,11,11,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041002,36,119,002104,1002,67,39,0,0,22,0,0,6,67,7,60,37,0,0,22,0,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041007,36,119,002104,1007,152,110,8,0,21,0,11,2,152,11,141,110,8,0,21,0,0,2,53,53,0,0,0,0,0,0,0,0,0,0,0,090,090
361190021041004,36,119,002104,1004,41,30,2,0,0,0,0,9,41,10,31,30,0,0,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,090,090
361190118003043,36,119,011800,3043,94,87,0,0,1,0,0,6,94,0,94,87,0,0,1,0,0,6,67,67,0,0,0,0,0,0,0,0,0,0,0,092,092
361190117002002,36,119,011700,2002,51,43,0,0,1,0,0,7,51,0,51,43,0,0,1,0,0,7,12,12,0,0,0,0,0,0,0,0,0,0,0,092,092
361190118003033,36,119,011800,3033,22,18,1,0,3,0,0,0,22,0,22,18,1,0,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,092,092
361190107011030,36,119,010701,1030,467,341,13,0,75,0,13,25,467,44,423,326,13,0,75,0,5,4,210,202,8,0,0,0,0,0,0,0,0,0,0,092,092
361190014021000,36,119,001402,1000,207,123,14,0,9,0,42,19,207,73,134,109,14,0,9,0,2,0,74,74,0,0,0,0,0,0,0,0,0,0,0,090,090
361190112003010,36,119,011200,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190020004008,36,119,002000,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190020004017,36,119,002000,4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190020004016,36,119,002000,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190020004009,36,119,002000,4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190020004022,36,119,002000,4022,14,2,0,0,6,0,1,5,14,4,10,2,0,0,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,090,090
361190020004013,36,119,002000,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190024022002,36,119,002402,2002,39,20,1,0,3,0,6,9,39,9,30,20,1,0,2,0,3,4,15,15,0,3,0,0,0,0,0,3,0,0,3,090,090
361190106003012,36,119,010600,3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190002022003,36,119,000202,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190103002011,36,119,010300,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190151004009,36,119,015100,4009,123,65,43,3,0,0,6,6,123,12,111,64,43,0,0,0,0,4,7,7,0,104,104,0,0,104,0,0,0,0,0,089,089
361190105005005,36,119,010500,5005,153,130,3,0,3,0,0,17,153,13,140,129,3,0,3,0,0,5,56,51,5,0,0,0,0,0,0,0,0,0,0,092,092
361190121012009,36,119,012101,2009,10,2,0,0,1,0,0,7,10,7,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,092,092
361190104002003,36,119,010400,2003,44,37,1,1,0,0,2,3,44,7,37,33,1,1,0,0,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021031001,36,119,002103,1001,74,66,0,0,0,0,0,8,74,7,67,65,0,0,0,0,0,2,33,31,2,0,0,0,0,0,0,0,0,0,0,090,090
361190015022001,36,119,001502,2001,121,78,17,1,7,0,10,8,121,15,106,78,17,1,6,0,0,4,40,40,0,0,0,0,0,0,0,0,0,0,0,089,089
361190015031012,36,119,001503,1012,11,5,0,0,0,0,0,6,11,1,10,5,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,089,089
361190015022000,36,119,001502,2000,156,91,12,2,5,0,33,13,156,45,111,84,12,0,5,0,3,7,51,51,0,0,0,0,0,0,0,0,0,0,0,089,089
361190015021003,36,119,001502,1003,144,34,44,0,4,0,24,38,144,46,98,34,41,0,3,0,3,17,82,78,4,0,0,0,0,0,0,0,0,0,0,089,089
361190030002010,36,119,003000,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190030002009,36,119,003000,2009,42,1,25,2,0,0,8,6,42,11,31,1,23,0,0,0,5,2,17,17,0,0,0,0,0,0,0,0,0,0,0,089,089
361190030002014,36,119,003000,2014,66,5,43,0,5,0,4,9,66,8,58,5,42,0,5,0,2,4,19,13,6,0,0,0,0,0,0,0,0,0,0,089,089
361190030002013,36,119,003000,2013,93,5,76,0,5,0,5,2,93,10,83,2,72,0,5,0,3,1,35,35,0,0,0,0,0,0,0,0,0,0,0,089,089
361190029002005,36,119,002900,2005,275,3,245,0,0,0,2,25,275,13,262,3,243,0,0,0,0,16,106,96,10,0,0,0,0,0,0,0,0,0,0,089,089
361190029002008,36,119,002900,2008,46,2,22,0,1,0,11,10,46,19,27,2,18,0,0,0,3,4,13,9,4,0,0,0,0,0,0,0,0,0,0,089,089
361190029002010,36,119,002900,2010,154,0,135,2,1,0,9,7,154,18,136,0,127,2,1,0,0,6,60,60,0,0,0,0,0,0,0,0,0,0,0,089,089
361190029001006,36,119,002900,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190029002012,36,119,002900,2012,105,1,97,0,0,0,1,6,105,5,100,0,97,0,0,0,0,3,43,38,5,0,0,0,0,0,0,0,0,0,0,089,089
361190028002002,36,119,002800,2002,158,2,133,2,11,0,2,8,158,8,150,2,130,0,11,0,2,5,51,46,5,0,0,0,0,0,0,0,0,0,0,089,089
361190028002001,36,119,002800,2001,223,3,200,0,0,0,4,16,223,14,209,3,198,0,0,0,0,8,76,76,0,0,0,0,0,0,0,0,0,0,0,089,089
361190028001001,36,119,002800,1001,242,2,199,1,0,0,30,10,242,32,210,2,191,0,0,0,7,10,86,75,11,0,0,0,0,0,0,0,0,0,0,089,089
361190028001002,36,119,002800,1002,264,4,226,7,3,0,14,10,264,22,242,4,226,5,3,0,1,3,97,97,0,0,0,0,0,0,0,0,0,0,0,089,089
361190026002002,36,119,002600,2002,7,0,0,1,0,0,3,3,7,3,4,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,089,089
361190034004006,36,119,003400,4006,131,8,110,0,0,0,10,3,131,12,119,8,103,0,0,0,5,3,43,43,0,0,0,0,0,0,0,0,0,0,0,089,089
361190034004002,36,119,003400,4002,110,0,88,0,2,0,16,4,110,15,95,0,88,0,2,0,4,1,45,45,0,0,0,0,0,0,0,0,0,0,0,089,089
361190034004003,36,119,003400,4003,110,1,87,0,0,0,12,10,110,17,93,1,84,0,0,0,0,8,41,41,0,0,0,0,0,0,0,0,0,0,0,089,089
361190026002033,36,119,002600,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190026002030,36,119,002600,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190026002026,36,119,002600,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,089,089
361190034002001,36,119,003400,2001,222,14,181,0,0,1,10,16,222,35,187,13,171,0,0,1,0,2,110,100,10,0,0,0,0,0,0,0,0,0,0,089,089
361190034002004,36,119,003400,2004,86,5,70,0,0,0,0,11,86,15,71,1,66,0,0,0,0,4,39,20,19,0,0,0,0,0,0,0,0,0,0,089,089
361190016003006,36,119,001600,3006,50,8,8,1,2,0,14,17,50,28,22,8,7,0,2,0,1,4,18,18,0,0,0,0,0,0,0,0,0,0,0,090,090
361190017012005,36,119,001701,2005,75,51,4,0,6,0,5,9,75,16,59,47,4,0,6,0,0,2,26,26,0,0,0,0,0,0,0,0,0,0,0,090,090
361190016003008,36,119,001600,3008,13,2,1,0,3,0,0,7,13,8,5,0,1,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,090,090
361190017013008,36,119,001701,3008,101,39,7,0,7,0,28,20,101,64,37,17,7,0,7,0,0,6,28,28,0,0,0,0,0,0,0,0,0,0,0,090,090
361190023001018,36,119,002300,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190109034029,36,119,010903,4029,33,3,23,0,3,0,1,3,33,4,29,3,23,0,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,092,092
361190108011000,36,119,010801,1000,9,4,1,1,2,0,0,1,9,2,7,4,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,092,092
361190108011029,36,119,010801,1029,46,35,5,0,6,0,0,0,46,7,39,33,4,0,2,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,092,092
361190111022001,36,119,011102,2001,46,20,2,0,12,0,10,2,46,12,34,20,2,0,12,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,092,092
361190108011010,36,119,010801,1010,61,25,11,0,11,0,5,9,61,11,50,25,8,0,11,0,5,1,19,19,0,0,0,0,0,0,0,0,0,0,0,092,092
361190108011005,36,119,010801,1005,32,12,11,0,0,0,8,1,32,7,25,12,11,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,092,092
361190108011034,36,119,010801,1034,48,23,4,0,12,0,3,6,48,8,40,23,4,0,12,0,0,1,16,10,6,0,0,0,0,0,0,0,0,0,0,092,092
361190108042007,36,119,010804,2007,37,11,1,0,4,0,9,12,37,19,18,11,1,0,4,0,1,1,14,14,0,4,0,0,0,0,0,4,0,0,4,092,092
361190013011013,36,119,001301,1013,70,41,5,0,14,0,1,9,70,17,53,33,5,0,14,0,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,090,090
361190013011020,36,119,001301,1020,157,45,27,0,4,0,58,23,157,79,78,37,27,0,4,0,7,3,57,57,0,0,0,0,0,0,0,0,0,0,0,089,089
361190013022002,36,119,001302,2002,495,54,99,8,6,0,247,81,495,366,129,48,71,1,6,0,0,3,187,178,9,0,0,0,0,0,0,0,0,0,0,089,089
361190013011023,36,119,001301,1023,90,45,16,0,2,0,5,22,90,24,66,42,15,0,2,0,0,7,27,18,9,0,0,0,0,0,0,0,0,0,0,089,089
361190009002019,36,119,000900,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,092,092
361190008014003,36,119,000801,4003,237,99,8,2,27,0,58,43,237,111,126,87,7,0,27,0,2,3,132,132,0,0,0,0,0,0,0,0,0,0,0,090,090
361190114021019,36,119,011402,1019,133,103,3,0,19,0,0,8,133,6,127,103,3,0,19,0,0,2,42,42,0,0,0,0,0,0,0,0,0,0,0,092,092
361190008012001,36,119,000801,2001,68,40,3,1,6,0,10,8,68,22,46,35,3,1,6,0,0,1,23,21,2,0,0,0,0,0,0,0,0,0,0,090,090
361190113004005,36,119,011300,4005,312,283,0,0,15,0,1,13,312,7,305,279,0,0,15,0,0,11,136,129,7,0,0,0,0,0,0,0,0,0,0,092,092
361190114021009,36,119,011402,1009,32,23,2,1,6,0,0,0,32,0,32,23,2,1,6,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190021044002,36,119,002104,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,090,090
361190109033020,36,119,010903,3020,36,15,0,0,4,0,15,2,36,17,19,13,0,0,4,0,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,092,092
361190013051000,36,119,001305,1000,35,9,1,3,1,0,2,19,35,21,14,4,1,2,1,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,089,089
361190002031001,36,119,000203,1001,125,28,29,1,10,0,28,29,125,61,64,23,21,1,10,0,0,9,61,61,0,0,0,0,0,0,0,0,0,0,0,089,089
361190002031003,36,119,000203,1003,188,41,23,4,1,0,96,23,188,127,61,32,23,0,0,0,0,6,91,91,0,0,0,0,0,0,0,0,0,0,0,089,089
361190013052003,36,119,001305,2003,354,66,45,9,19,0,151,64,354,243,111,46,34,2,19,0,5,5,130,112,18,8,8,0,0,0,8,0,0,0,0,089,089
361190011023001,36,119,001102,3001,146,17,53,1,5,1,41,28,146,75,71,9,52,1,5,1,1,2,55,43,12,0,0,0,0,0,0,0,0,0,0,090,090
361190013012011,36,119,001301,2011,19,9,2,0,4,0,0,4,19,8,11,6,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,090,090
361190013012014,36,119,001301,2014,62,44,1,1,0,0,15,1,62,19,43,40,1,0,0,0,2,0,25,25,0,0,0,0,0,0,0,0,0,0,0,090,090
361190112003005,36,119,011200,3005,18,0,8,0,2,0,6,2,18,7,11,0,8,0,2,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,092,092
361190112004026,36,119,011200,4026,32,6,11,0,1,0,4,10,32,14,18,6,11,0,1,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,092,092
361190112004033,36,119,011200,4033,41,4,3,7,0,0,23,4,41,36,5,2,2,0,0,0,1,0,14,8,6,0,0,0,0,0,0,0,0,0,0,092,092
361190109033010,36,119,010903,3010,29,10,10,0,7,0,0,2,29,2,27,10,10,0,7,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,092,092
361190112001011,36,119,011200,1011,49,18,5,2,5,0,5,14,49,23,26,14,5,0,5,0,0,2,14,10,4,0,0,0,0,0,0,0,0,0,0,092,092
361190034003007,36,119,003400,3007,68,2,56,0,0,0,6,4,68,8,60,2,54,0,0,0,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,089,089
361190151001015,36,119,015100,1015,49,16,21,0,5,0,4,3,49,7,42,16,19,0,5,0,0,2,13,13,0,0,0,0,0,0,0,0,0,0,0,089,089
361190041003023,36,119,004100,3023,114,6,101,0,3,0,4,0,114,13,101,6,92,0,3,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,089,089
361190022012003,36,119,002201,2003,31,17,0,0,2,1,10,1,31,13,18,15,0,0,2,1,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,090,090
361190033001007,36,119,003300,1007,206,0,202,0,2,0,1,1,206,5,201,0,198,0,2,0,1,0,81,67,14,0,0,0,0,0,0,0,0,0,0,089,089
361190151002012,36,119,015100,2012,62,49,8,0,0,0,1,4,62,4,58,46,8,0,0,0,0,4,27,27,0,0,0,0,0,0,0,0,0,0,0,089,089
361190042002007,36,119,004200,2007,28,8,11,0,1,0,1,7,28,8,20,6,8,0,0,0,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,089,089
361190042001021,36,119,004200,1021,59,8,30,0,0,0,14,7,59,16,43,8,30,0,0,0,3,2,16,10,6,0,0,0,0,0,0,0,0,0,0,089,089
361190042001013,36,119,004200,1013,66,6,49,1,0,0,0,10,66,3,63,6,49,1,0,0,0,7,15,15,0,0,0,0,0,0,0,0,0,0,0,089,089
